date;euroUs;usEuro;euroYean;yeanEuro
09/05/2005;1,2824;0,779787898;135,46;0,007382253
10/05/2005;1,2854;0,777967948;135,86;0,007360518
11/05/2005;1,2882;0,776276976;135,7;0,007369197
12/05/2005;1,2771;0,783024039;135,66;0,00737137
13/05/2005;1,2635;0,791452315;135,2;0,00739645
16/05/2005;1,2616;0,792644261;135,63;0,007373
17/05/2005;1,2636;0,79138968;135,52;0,007378985
18/05/2005;1,2621;0,792330243;135,44;0,007383343
19/05/2005;1,2642;0,79101408;135,62;0,007373544
20/05/2005;1,2607;0,793210121;135,98;0,007354023
23/05/2005;1,2548;0,796939751;135,45;0,007382798
24/05/2005;1,2617;0,792581438;135,39;0,00738607
25/05/2005;1,2564;0,795924865;135,33;0,007389345
26/05/2005;1,2523;0,798530704;135,58;0,007375719
27/05/2005;1,2551;0,796749263;135,27;0,007392622
30/05/2005;1,2472;0,801796023;134,68;0,007425007
31/05/2005;1,2331;0,810964236;133,47;0,00749232
01/06/2005;1,2228;0,817795224;132,84;0,007527853
02/06/2005;1,2263;0,815461143;132,72;0,007534659
03/06/2005;1,2289;0,813735861;132,57;0,007543185
06/06/2005;1,2272;0,814863103;131,44;0,007608034
07/06/2005;1,2285;0,814000814;131,13;0,00762602
08/06/2005;1,2324;0,811424862;131,69;0,007593591
09/06/2005;1,2239;0,817060217;131,37;0,007612088
10/06/2005;1,2229;0,817728351;131,42;0,007609192
13/06/2005;1,2062;0,829049909;131,74;0,007590709
14/06/2005;1,211;0,825763832;132,33;0,007556865
15/06/2005;1,2069;0,828569061;132,06;0,007572316
16/06/2005;1,2115;0,825423029;132,26;0,007560865
17/06/2005;1,2177;0,821220333;132,47;0,007548879
20/06/2005;1,221;0,819000819;133,09;0,007513713
21/06/2005;1,2092;0,826993053;132,2;0,007564297
22/06/2005;1,2111;0,825695649;131,79;0,007587829
23/06/2005;1,2066;0,82877507;130,88;0,007640587
24/06/2005;1,2082;0,827677537;131,92;0,007580352
27/06/2005;1,2164;0,822097994;132,91;0,007523888
28/06/2005;1,2095;0,826787929;132,94;0,00752219
29/06/2005;1,2054;0,829600133;133,03;0,007517101
30/06/2005;1,2092;0,826993053;133,95;0,007465472
01/07/2005;1,2087;0,827335153;134,24;0,007449344
04/07/2005;1,1894;0,840760047;132,67;0,007537499
05/07/2005;1,1883;0,841538332;133,03;0,007517101
06/07/2005;1,1913;0,839419122;133,23;0,007505817
07/07/2005;1,1957;0,836330183;133,53;0,007488954
08/07/2005;1,1904;0,840053763;133,84;0,007471608
11/07/2005;1,2006;0,832916875;134,4;0,007440476
12/07/2005;1,2166;0,821962847;135,33;0,007389345
13/07/2005;1,2184;0,820748523;135,67;0,007370826
14/07/2005;1,2067;0,828706389;135,24;0,007394262
15/07/2005;1,2073;0,828294542;135,35;0,007388253
18/07/2005;1,2054;0,829600133;135,29;0,007391529
19/07/2005;1,1965;0,835770999;135,07;0,007403569
20/07/2005;1,2063;0,828981182;136,35;0,007334067
21/07/2005;1,2187;0,820546484;135,21;0,007395903
22/07/2005;1,2143;0,823519723;134,98;0,007408505
25/07/2005;1,2065;0,828843763;134,87;0,007414547
26/07/2005;1,1987;0,83423709;134,56;0,007431629
27/07/2005;1,199;0,834028357;134,92;0,0074118
28/07/2005;1,21;0,826446281;136;0,007352941
29/07/2005;1,2093;0,826924667;135,91;0,00735781
01/08/2005;1,2219;0,818397578;136,67;0,007316895
02/08/2005;1,2217;0,818531554;136,07;0,007349159
03/08/2005;1,2308;0,812479688;136,81;0,007309407
04/08/2005;1,2319;0,811754201;137,33;0,00728173
05/08/2005;1,2386;0,807363152;138,13;0,007239557
08/08/2005;1,237;0,808407437;138,13;0,007239557
09/08/2005;1,2367;0,808603542;138,64;0,007212926
10/08/2005;1,2377;0,80795023;137,4;0,00727802
11/08/2005;1,2405;0,806126562;136,94;0,007302468
12/08/2005;1,2457;0,8027615;136,32;0,007335681
15/08/2005;1,2374;0,808146113;135,54;0,007377896
16/08/2005;1,2313;0,81214976;134,63;0,007427765
17/08/2005;1,2296;0,813272609;134,85;0,007415647
18/08/2005;1,2213;0,81879964;134,82;0,007417297
19/08/2005;1,2183;0,820815891;134,51;0,007434391
22/08/2005;1,2231;0,817594637;133,93;0,007466587
23/08/2005;1,2233;0,817460966;134,61;0,007428869
24/08/2005;1,2211;0,818933748;134,77;0,007420049
25/08/2005;1,2272;0,814863103;135,02;0,00740631
26/08/2005;1,2307;0,812545706;134,93;0,00741125
29/08/2005;1,2289;0,813735861;135,73;0,007367568
30/08/2005;1,2181;0,820950661;135,81;0,007363228
31/08/2005;1,2198;0,819806526;136,06;0,007349699
01/09/2005;1,2388;0,807232806;136,95;0,007301935
02/09/2005;1,2541;0,797384579;137,66;0,007264274
05/09/2005;1,2538;0,797575371;136,69;0,007315824
06/09/2005;1,2483;0,801089482;136,75;0,007312614
07/09/2005;1,2451;0,803148341;136,97;0,007300869
08/09/2005;1,2418;0,805282654;137,16;0,007290755
09/09/2005;1,2415;0,805477245;136,63;0,007319037
12/09/2005;1,2313;0,81214976;135,2;0,00739645
13/09/2005;1,2276;0,814597589;136,17;0,007343761
14/09/2005;1,2314;0,812083807;135,42;0,007384434
15/09/2005;1,2223;0,818129755;134,89;0,007413448
16/09/2005;1,2243;0,81679327;135,78;0,007364855
19/09/2005;1,2139;0,823791087;135,31;0,007390437
20/09/2005;1,2154;0,822774395;135,43;0,007383888
21/09/2005;1,2225;0,81799591;135,95;0,007355645
22/09/2005;1,2224;0,818062827;135,89;0,007358893
23/09/2005;1,2118;0,825218683;135,07;0,007403569
26/09/2005;1,2031;0,831186103;135,21;0,007395903
27/09/2005;1,2005;0,832986256;136,01;0,007352401
28/09/2005;1,2037;0,830771787;136,08;0,007348618
29/09/2005;1,2063;0,828981182;135,92;0,007357269
30/09/2005;1,2042;0,830426839;136,25;0,00733945
03/10/2005;1,1933;0,838012235;136,07;0,007349159
04/10/2005;1,1938;0,83766125;136,44;0,007329229
05/10/2005;1,1947;0,837030217;136,06;0,007349699
06/10/2005;1,2061;0,829118647;137,3;0,007283321
07/10/2005;1,2144;0,82345191;137,82;0,007255841
10/10/2005;1,2088;0,827266711;137,9;0,007251632
11/10/2005;1,2022;0,831808351;137,22;0,007287567
12/10/2005;1,2008;0,832778148;137,49;0,007273256
13/10/2005;1,198;0,834724541;137,54;0,007270612
14/10/2005;1,1999;0,833402784;137,67;0,007263747
17/10/2005;1,2022;0,831808351;138;0,007246377
18/10/2005;1,1937;0,837731423;138,29;0,007231181
19/10/2005;1,195;0,836820084;138,07;0,007242703
20/10/2005;1,1953;0,836610056;138,19;0,007236414
21/10/2005;1,2012;0,832500833;138,87;0,007200979
24/10/2005;1,1944;0,837240455;138,15;0,007238509
25/10/2005;1,2017;0,832154448;138,78;0,007205649
26/10/2005;1,2059;0,829256157;139,67;0,007159734
27/10/2005;1,213;0,824402308;139,89;0,007148474
28/10/2005;1,2138;0,823858955;140,03;0,007141327
31/10/2005;1,2023;0,831739167;139,64;0,007161272
01/11/2005;1,2008;0,832778148;140,02;0,007141837
02/11/2005;1,1992;0,83388926;140,26;0,007129616
03/11/2005;1,2041;0,830495806;140,76;0,007104291
04/11/2005;1,1933;0,838012235;140,52;0,007116425
07/11/2005;1,1824;0,845737483;139,23;0,00718236
08/11/2005;1,1741;0,851716208;138,22;0,007234843
09/11/2005;1,1738;0,85193389;137,68;0,007263219
10/11/2005;1,1762;0,850195545;138,41;0,007224911
11/11/2005;1,1697;0,854920065;138,11;0,007240605
14/11/2005;1,1713;0,853752241;139,06;0,007191141
15/11/2005;1,1667;0,857118368;139,11;0,007188556
16/11/2005;1,1677;0,856384345;139,4;0,007173601
17/11/2005;1,1692;0,855285665;138,82;0,007203573
18/11/2005;1,1679;0,856237692;139,27;0,007180297
21/11/2005;1,1811;0,84666836;140,41;0,007122
22/11/2005;1,1701;0,85462781;139,72;0,007157171
23/11/2005;1,1776;0,849184783;139,78;0,007154099
24/11/2005;1,1783;0,848680302;140,03;0,007141327
25/11/2005;1,1763;0,850123268;140,44;0,007120478
28/11/2005;1,1726;0,852805731;140,39;0,007123014
29/11/2005;1,1793;0,847960655;140,57;0,007113893
30/11/2005;1,1769;0,849689863;140,8;0,007102273
01/12/2005;1,1745;0,851426139;141,18;0,007083156
02/12/2005;1,1697;0,854920065;141,36;0,007074137
05/12/2005;1,1767;0,849834282;142,19;0,007032843
06/12/2005;1,1783;0,848680302;142,64;0,007010656
07/12/2005;1,171;0,853970965;141,68;0,007058159
08/12/2005;1,1764;0,850051003;141,82;0,007051192
09/12/2005;1,1785;0,848536275;142,01;0,007041758
12/12/2005;1,1925;0,838574423;143,46;0,006970584
13/12/2005;1,1925;0,838574423;143,47;0,006970098
14/12/2005;1,202;0,831946755;142,23;0,007030865
15/12/2005;1,1999;0,833402784;139,28;0,007179782
16/12/2005;1,1983;0,834515564;139,28;0,007179782
19/12/2005;1,1977;0,834933623;139,24;0,007181844
20/12/2005;1,1955;0,836470096;139,36;0,00717566
21/12/2005;1,1872;0,842318059;139,18;0,00718494
22/12/2005;1,1822;0,845880562;138,84;0,007202535
23/12/2005;1,1859;0,84324142;138,34;0,007228567
26/12/2005;;#DIV/0!;;#DIV/0!
27/12/2005;1,1852;0,843739453;138,61;0,007214487
28/12/2005;1,1916;0,839207788;139,61;0,007162811
29/12/2005;1,1825;0,845665962;139,43;0,007172058
30/12/2005;1,1797;0,847673137;138,9;0,007199424
02/01/2006;1,1826;0,845594453;139,56;0,007165377
03/01/2006;1,1875;0,842105263;139,45;0,007171029
04/01/2006;1,2083;0,827609037;140,19;0,007133176
05/01/2006;1,2088;0,827266711;140,31;0,007127076
06/01/2006;1,2093;0,826924667;140,21;0,007132159
09/01/2006;1,2078;0,827951648;137,85;0,007254262
10/01/2006;1,2064;0,828912467;138,12;0,007240081
11/01/2006;1,2088;0,827266711;138,31;0,007230135
12/01/2006;1,2113;0,825559316;137,5;0,007272727
13/01/2006;1,2039;0,830633774;138,13;0,007239557
16/01/2006;1,2112;0,825627477;139,23;0,00718236
17/01/2006;1,2075;0,82815735;139,23;0,00718236
18/01/2006;1,2125;0,824742268;139,51;0,007167945
19/01/2006;1,2073;0,828294542;139,06;0,007191141
20/01/2006;1,2068;0,82863772;139,15;0,007186489
23/01/2006;1,2277;0,814531237;140,35;0,007125045
24/01/2006;1,2272;0,814863103;140,45;0,007119972
25/01/2006;1,2294;0,813404913;141,12;0,007086168
26/01/2006;1,2254;0,816060062;141,85;0,0070497
27/01/2006;1,2172;0,821557673;142,19;0,007032843
30/01/2006;1,2082;0,827677537;141,99;0,007042749
31/01/2006;1,2118;0,825218683;142,17;0,007033833
01/02/2006;1,2092;0,826993053;142,22;0,00703136
02/02/2006;1,2066;0,82877507;143,04;0,006991051
03/02/2006;1,2061;0,829118647;143,05;0,006990563
06/02/2006;1,1981;0,83465487;142,28;0,007028395
07/02/2006;1,1973;0,835212562;141,24;0,007080147
08/02/2006;1,1948;0,836960161;141,51;0,007066638
09/02/2006;1,1972;0,835282325;141,91;0,00704672
10/02/2006;1,197;0,835421888;140,77;0,007103786
13/02/2006;1,1888;0,841184388;140,35;0,007125045
14/02/2006;1,1898;0,840477391;139,57;0,007164864
15/02/2006;1,1904;0,840053763;139,96;0,007144899
16/02/2006;1,1858;0,843312532;140,11;0,007137249
17/02/2006;1,1863;0,842957093;140,77;0,007103786
20/02/2006;1,1932;0,838082467;141,11;0,00708667
21/02/2006;1,1906;0,839912649;141,61;0,007061648
22/02/2006;1,1875;0,842105263;140,91;0,007096728
23/02/2006;1,1957;0,836330183;139,88;0,007148985
24/02/2006;1,1896;0,840618695;139,11;0,007188556
27/02/2006;1,1852;0,843739453;137,77;0,007258474
28/02/2006;1,1875;0,842105263;138,18;0,007236937
01/03/2006;1,1954;0,83654007;138,56;0,00721709
02/03/2006;1,1921;0,838855801;138,73;0,007208246
03/03/2006;1,202;0,831946755;139,96;0,007144899
06/03/2006;1,2017;0,832154448;141,04;0,007090187
07/03/2006;1,1913;0,839419122;140,34;0,007125552
08/03/2006;1,1914;0,839348665;140,35;0,007125045
09/03/2006;1,192;0,838926174;140,1;0,007137759
10/03/2006;1,1919;0,83899656;141,11;0,00708667
13/03/2006;1,1922;0,838785439;141,94;0,00704523
14/03/2006;1,1948;0,836960161;141,31;0,00707664
15/03/2006;1,2026;0,831531681;141,31;0,00707664
16/03/2006;1,2069;0,828569061;142,06;0,007039279
17/03/2006;1,2185;0,820681165;141,47;0,007068636
20/03/2006;1,2174;0,821422704;141,07;0,007088679
21/03/2006;1,2144;0,82345191;141,61;0,007061648
22/03/2006;1,2069;0,828569061;141,34;0,007075138
23/03/2006;1,2055;0,829531315;141,12;0,007086168
24/03/2006;1,1969;0,835491687;141,52;0,007066139
27/03/2006;1,2025;0,831600832;140,15;0,007135212
28/03/2006;1,2084;0,827540549;141,09;0,007087675
29/03/2006;1,2012;0,832500833;141,58;0,007063145
30/03/2006;1,2096;0,826719577;141,9;0,007047216
31/03/2006;1,2104;0,826173166;142,42;0,007021486
03/04/2006;1,2063;0,828981182;142,77;0,007004273
04/04/2006;1,2217;0,818531554;143,69;0,006959427
05/04/2006;1,2262;0,815527646;144,16;0,006936737
06/04/2006;1,2312;0,812215724;144,81;0,0069056
07/04/2006;1,2179;0,821085475;143,57;0,006965243
10/04/2006;1,2099;0,826514588;143,22;0,006982265
11/04/2006;1,2105;0,826104915;143,73;0,00695749
12/04/2006;1,2125;0,824742268;143,22;0,006982265
13/04/2006;1,2094;0,826856292;143,48;0,006969612
14/04/2006;;#DIV/0!;;#DIV/0!
17/04/2006;;#DIV/0!;;#DIV/0!
18/04/2006;1,2252;0,816193275;144,53;0,006918979
19/04/2006;1,2346;0,809978941;144,6;0,006915629
20/04/2006;1,2346;0,809978941;145,27;0,006883734
21/04/2006;1,2315;0,812017864;144,36;0,006927127
24/04/2006;1,2365;0,808734331;142,17;0,007033833
25/04/2006;1,2425;0,804828974;142,11;0,007036802
26/04/2006;1,2425;0,804828974;142,87;0,00699937
27/04/2006;1,2414;0,80554213;142,71;0,007007217
28/04/2006;1,2537;0,797638989;143,29;0,006978854
01/05/2006;;#DIV/0!;;#DIV/0!
02/05/2006;1,2643;0,790951515;143,48;0,006969612
03/05/2006;1,2622;0,792267469;143,38;0,006974473
04/05/2006;1,2592;0,794155019;143,62;0,006962819
05/05/2006;1,2688;0,78814628;144,51;0,006919936
08/05/2006;1,2756;0,78394481;141,88;0,00704821
09/05/2006;1,2697;0,787587619;141,62;0,00706115
10/05/2006;1,2779;0,782533845;141,27;0,007078644
11/05/2006;1,2716;0,786410821;141,41;0,007071636
12/05/2006;1,2914;0,774353415;141,56;0,007064142
15/05/2006;1,2826;0,779666303;141,32;0,007076139
16/05/2006;1,2817;0,780213779;141,33;0,007075639
17/05/2006;1,2882;0,776276976;140,88;0,00709824
18/05/2006;1,277;0,783085356;141,94;0,00704523
19/05/2006;1,2767;0,783269366;142,64;0,007010656
22/05/2006;1,2753;0,784129224;143,55;0,006966214
23/05/2006;1,2841;0,778755549;143,04;0,006991051
24/05/2006;1,2851;0,77814956;143,86;0,006951203
25/05/2006;1,2755;0,784006272;143,08;0,006989097
26/05/2006;1,2797;0,781433148;143,5;0,006968641
29/05/2006;1,2758;0,783821916;143,23;0,006981778
30/05/2006;1,2839;0,77887686;144,05;0,006942034
31/05/2006;1,2868;0,777121542;144,32;0,006929047
01/06/2006;1,2736;0,785175879;144,19;0,006935294
02/06/2006;1,2815;0,780335544;144,59;0,006916108
05/06/2006;1,2958;0,771724031;144,66;0,006912761
06/06/2006;1,2847;0,778391842;144,74;0,00690894
07/06/2006;1,2789;0,781921964;144,89;0,006901788
08/06/2006;1,2735;0,785237534;145,66;0,006865303
09/06/2006;1,2659;0,789951813;144,25;0,006932409
12/06/2006;1,2572;0,79541839;143,89;0,006949753
13/06/2006;1,2571;0,795481664;144,14;0,006937699
14/06/2006;1,2563;0,795988219;144,68;0,006911805
15/06/2006;1,261;0,793021412;144,84;0,00690417
16/06/2006;1,2651;0,790451348;145,41;0,006877106
19/06/2006;1,2591;0,794218092;145,43;0,00687616
20/06/2006;1,2546;0,797066794;144,43;0,006923769
21/06/2006;1,2632;0,791640279;145,22;0,006886104
22/06/2006;1,2582;0,794786203;145,48;0,006873797
23/06/2006;1,2502;0,79987202;145,5;0,006872852
26/06/2006;1,2561;0,796114959;146,13;0,006843222
27/06/2006;1,2567;0,795734861;146,42;0,006829668
28/06/2006;1,257;0,795544948;146,12;0,00684369
29/06/2006;1,2529;0,798148296;146;0,006849315
30/06/2006;1,2713;0,786596397;145,75;0,006861063
03/07/2006;1,279;0,781860829;146,66;0,006818492
04/07/2006;1,2791;0,781799703;146,57;0,006822679
05/07/2006;1,2794;0,781616383;146,74;0,006814774
06/07/2006;1,2735;0,785237534;147,09;0,006798559
07/07/2006;1,2778;0,782595085;146,59;0,006821748
10/07/2006;1,2752;0,784190715;145,17;0,006888476
11/07/2006;1,2736;0,785175879;145,69;0,006863889
12/07/2006;1,2722;0,786039931;146,56;0,006823144
13/07/2006;1,2692;0,787897888;146,33;0,006833869
14/07/2006;1,2666;0,789515238;146,83;0,006810597
17/07/2006;1,2541;0,797384579;146,66;0,006818492
18/07/2006;1,2531;0,798020908;146,61;0,006820817
19/07/2006;1,2482;0,801153661;146,91;0,006806889
20/07/2006;1,2643;0,790951515;147,68;0,006771398
21/07/2006;1,268;0,788643533;146,96;0,006804573
24/07/2006;1,2633;0,791577614;147,32;0,006787945
25/07/2006;1,2636;0,79138968;147,52;0,006778742
26/07/2006;1,2587;0,794470485;147,1;0,006798097
27/07/2006;1,2737;0,785114234;147,25;0,006791171
28/07/2006;1,2664;0,789639924;146,57;0,006822679
31/07/2006;1,2767;0,783269366;145,82;0,00685777
01/08/2006;1,2759;0,783760483;146,42;0,006829668
02/08/2006;1,2798;0,781372089;146,88;0,006808279
03/08/2006;1,2781;0,782411392;146,84;0,006810133
04/08/2006;1,2792;0,781738587;147,66;0,006772315
07/08/2006;1,285;0,778210117;147,87;0,006762697
08/08/2006;1,2839;0,77887686;147,7;0,006770481
09/08/2006;1,2879;0,7764578;148,17;0,006749005
10/08/2006;1,2857;0,77778642;147,62;0,00677415
11/08/2006;1,2775;0,782778865;148,21;0,006747183
14/08/2006;1,2718;0,786287152;148,34;0,00674127
15/08/2006;1,2725;0,785854617;148,36;0,006740361
16/08/2006;1,2793;0,78167748;148,7;0,00672495
17/08/2006;1,2879;0,7764578;148,56;0,006731287
18/08/2006;1,2802;0,781127949;148,33;0,006741725
21/08/2006;1,2919;0,774053719;149,43;0,006692097
22/08/2006;1,2812;0,780518264;149,17;0,006703761
23/08/2006;1,2812;0,780518264;149,09;0,006707358
24/08/2006;1,2831;0,779362481;149,28;0,006698821
25/08/2006;1,2762;0,783576242;149,64;0,006682705
28/08/2006;1,28;0,78125;149,85;0,00667334
29/08/2006;1,2808;0,780762024;149,54;0,006687174
30/08/2006;1,2818;0,78015291;150,08;0,006663113
31/08/2006;1,2851;0,77814956;150,56;0,00664187
01/09/2006;1,2817;0,780213779;150,3;0,00665336
04/09/2006;1,2852;0,778089013;149,22;0,006701515
05/09/2006;1,281;0,780640125;148,47;0,006735367
06/09/2006;1,2793;0,78167748;149,23;0,006701065
07/09/2006;1,2731;0,785484251;148,05;0,006754475
08/09/2006;1,2713;0,786596397;147,91;0,006760868
11/09/2006;1,2713;0,786596397;149,14;0,006705109
12/09/2006;1,2709;0,786843969;149,49;0,006689411
13/09/2006;1,2677;0,788830165;149,23;0,006701065
14/09/2006;1,2723;0,78597815;149,58;0,006685386
15/09/2006;1,2675;0,788954635;149,09;0,006707358
18/09/2006;1,2665;0,789577576;149,47;0,006690306
19/09/2006;1,2654;0,790263948;148,81;0,006719978
20/09/2006;1,2676;0,788892395;148,7;0,00672495
21/09/2006;1,2731;0,785484251;148,84;0,006718624
22/09/2006;1,2817;0,780213779;148,89;0,006716368
25/09/2006;1,2768;0,78320802;148,78;0,006721334
26/09/2006;1,2695;0,787711698;147,83;0,006764527
27/09/2006;1,2684;0,788394828;148,9;0,006715917
28/09/2006;1,2713;0,786596397;149,57;0,006685833
29/09/2006;1,266;0,789889415;149,34;0,00669613
02/10/2006;1,2685;0,788332676;149,99;0,006667111
03/10/2006;1,2737;0,785114234;149,86;0,006672895
04/10/2006;1,2684;0,788394828;149,8;0,006675567
05/10/2006;1,2721;0,786101722;149,45;0,006691201
06/10/2006;1,2664;0,789639924;149,47;0,006690306
09/10/2006;1,2603;0,793461874;150,09;0,006662669
10/10/2006;1,2538;0,797575371;149,97;0,006668
11/10/2006;1,2543;0,797257434;149,96;0,006668445
12/10/2006;1,2531;0,798020908;149,87;0,006672449
13/10/2006;1,255;0,796812749;149,84;0,006673785
16/10/2006;1,2515;0,799041151;149,13;0,006705559
17/10/2006;1,2524;0,798466943;148,67;0,006726307
18/10/2006;1,2543;0,797257434;148,83;0,006719075
19/10/2006;1,2561;0,796114959;149,08;0,006707808
20/10/2006;1,2618;0,792518624;149,29;0,006698372
23/10/2006;1,2556;0,796431985;149,71;0,006679581
24/10/2006;1,2541;0,797384579;149,98;0,006667556
25/10/2006;1,258;0,79491256;149,93;0,006669779
26/10/2006;1,2653;0,790326405;150,4;0,006648936
27/10/2006;1,2683;0,78845699;150,26;0,006655131
30/10/2006;1,2717;0,786348982;149,17;0,006703761
31/10/2006;1,2696;0,787649653;149,59;0,006684939
01/11/2006;1,2757;0,783883358;149,24;0,006700616
02/11/2006;1,2767;0,783269366;149,4;0,00669344
03/11/2006;1,276;0,78369906;149,62;0,006683598
06/11/2006;1,2702;0,787277594;150,45;0,006646726
07/11/2006;1,2755;0,784006272;150,37;0,006650263
08/11/2006;1,2776;0,782717595;150,35;0,006651147
09/11/2006;1,2796;0,781494217;151,16;0,006615507
10/11/2006;1,2864;0,777363184;151,17;0,006615069
13/11/2006;1,283;0,779423227;151,28;0,006610259
14/11/2006;1,2824;0,779787898;150,88;0,006627784
15/11/2006;1,2792;0,781738587;151,01;0,006622078
16/11/2006;1,2804;0,781005936;151,16;0,006615507
17/11/2006;1,2774;0,782840144;151,17;0,006615069
20/11/2006;1,2841;0,778755549;151,57;0,006597612
21/11/2006;1,2814;0,780396441;151,24;0,006612007
22/11/2006;1,2886;0,776036008;150,75;0,006633499
23/11/2006;1,2953;0,772021925;150,61;0,006639665
24/11/2006;1,3078;0,764642912;151,36;0,006606765
27/11/2006;1,3114;0,762543846;152,24;0,006568576
28/11/2006;1,3147;0,760629801;152,99;0,006536375
29/11/2006;1,3157;0,760051684;153,01;0,006535521
30/11/2006;1,32;0,757575758;153,29;0,006523583
01/12/2006;1,3244;0,755058895;153,77;0,006503219
04/12/2006;1,3309;0,751371253;153,89;0,006498148
05/12/2006;1,3331;0,750131273;152,74;0,006547073
06/12/2006;1,3274;0,753352418;152,66;0,006550504
07/12/2006;1,3297;0,752049334;152,87;0,006541506
08/12/2006;1,3276;0,753238927;153,48;0,006515507
11/12/2006;1,3177;0,75889808;154,33;0,006479622
12/12/2006;1,3244;0,755058895;154,94;0,006454111
13/12/2006;1,3265;0,753863551;155,34;0,006437492
14/12/2006;1,3192;0,758035173;155,04;0,006449948
15/12/2006;1,3106;0,763009309;155,04;0,006449948
18/12/2006;1,3095;0,763650248;154,34;0,006479202
19/12/2006;1,3158;0,75999392;155,48;0,006431695
20/12/2006;1,3203;0,75740362;156;0,006410256
21/12/2006;1,3178;0,758840492;155,85;0,006416426
22/12/2006;1,3192;0,758035173;156,26;0,00639959
25/12/2006;;#DIV/0!;;#DIV/0!
26/12/2006;;#DIV/0!;;#DIV/0!
27/12/2006;1,3159;0,759936165;156,1;0,00640615
28/12/2006;1,3173;0,75912852;156,61;0,006385288
29/12/2006;1,317;0,759301443;156,93;0,006372268
01/01/2007;;#DIV/0!;;#DIV/0!
02/01/2007;1,327;0,753579503;157,76;0,006338742
03/01/2007;1,3231;0,755800771;157,76;0,006338742
04/01/2007;1,3106;0,763009309;156,11;0,00640574
05/01/2007;1,3084;0,764292265;154,55;0,006470398
08/01/2007;1,3006;0,768875903;154,42;0,006475845
09/01/2007;1,3018;0,768167153;155,26;0,006440809
10/01/2007;1,2988;0,769941484;154,99;0,006452029
11/01/2007;1,2984;0,770178681;156,16;0,006403689
12/01/2007;1,2893;0,775614675;155,24;0,006441639
15/01/2007;1,2941;0,77273781;156;0,006410256
16/01/2007;1,2953;0,772021925;156,27;0,006399181
17/01/2007;1,2909;0,774653343;155,75;0,006420546
18/01/2007;1,2922;0,773874013;156,79;0,006377958
19/01/2007;1,2958;0,771724031;157,13;0,006364157
22/01/2007;1,2936;0,773036487;157,53;0,006347997
23/01/2007;1,304;0,766871166;158,02;0,006328313
24/01/2007;1,3005;0,768935025;158,06;0,006326711
25/01/2007;1,2978;0,770534751;156,88;0,006374299
26/01/2007;1,2901;0,775133711;156,71;0,006381214
29/01/2007;1,2921;0,773933906;157,7;0,006341154
30/01/2007;1,2972;0,77089115;157,99;0,006329515
31/01/2007;1,2954;0,771962328;157,27;0,006358492
01/02/2007;1,302;0,768049155;156,85;0,006375518
02/02/2007;1,302;0,768049155;157,63;0,00634397
05/02/2007;1,2925;0,773694391;155,85;0,006416426
06/02/2007;1,2955;0,77190274;155,56;0,006428388
07/02/2007;1,2987;0,77000077;156,74;0,006379992
08/02/2007;1,2991;0,769763683;157,68;0,006341958
09/02/2007;1,3007;0,768816791;158,06;0,006326711
12/02/2007;1,2956;0,771843161;157,94;0,006331518
13/02/2007;1,3022;0,767931193;157,99;0,006329515
14/02/2007;1,3082;0,764409112;158,55;0,006307159
15/02/2007;1,3137;0,7612088;157,78;0,006337939
16/02/2007;1,3119;0,762253221;156,27;0,006399181
19/02/2007;1,3132;0,761498629;157,01;0,006369021
20/02/2007;1,3145;0,760745531;158,01;0,006328713
21/02/2007;1,3145;0,760745531;158,91;0,00629287
22/02/2007;1,3106;0,763009309;159;0,006289308
23/02/2007;1,3134;0,761382671;159,35;0,006275494
26/02/2007;1,316;0,759878419;158,7;0,006301197
27/02/2007;1,323;0,755857899;157,68;0,006341958
28/02/2007;1,3211;0,75694497;156,45;0,006391818
01/03/2007;1,3225;0,756143667;155,42;0,006434178
02/03/2007;1,3163;0,759705234;153,91;0,006497304
05/03/2007;1,3083;0,764350684;150,93;0,006625588
06/03/2007;1,31;0,763358779;152,69;0,006549217
07/03/2007;1,3135;0,761324705;152,81;0,006544074
08/03/2007;1,3152;0,760340633;154,02;0,006492663
09/03/2007;1,3155;0,760167237;154,28;0,006481722
12/03/2007;1,3156;0,760109456;154,44;0,006475006
13/03/2007;1,3218;0,756544107;154,14;0,006487609
14/03/2007;1,3183;0,758552681;153,66;0,006507875
15/03/2007;1,3226;0,756086496;155,09;0,006447869
16/03/2007;1,3325;0,750469043;155,62;0,006425909
19/03/2007;1,3303;0,751710141;156,17;0,006403278
20/03/2007;1,3296;0,752105897;156,15;0,006404099
21/03/2007;1,3293;0,752275634;156,64;0,006384065
22/03/2007;1,3351;0,749007565;157,27;0,006358492
23/03/2007;1,3327;0,750356419;156,65;0,006383658
26/03/2007;1,3265;0,753863551;157,05;0,006367399
27/03/2007;1,3347;0,749232037;157,91;0,006332721
28/03/2007;1,3348;0,749175907;156,38;0,00639468
29/03/2007;1,3352;0,748951468;156,75;0,006379585
30/03/2007;1,3318;0,750863493;157,32;0,006356471
02/04/2007;1,3366;0,748166991;157,35;0,006355259
03/04/2007;1,3358;0,748615062;158,53;0,006307954
04/04/2007;1,3352;0,748951468;158,7;0,006301197
05/04/2007;1,3373;0,747775368;159;0,006289308
06/04/2007;;#DIV/0!;;#DIV/0!
09/04/2007;;#DIV/0!;;#DIV/0!
10/04/2007;1,3426;0,744823477;160,05;0,006248047
